user_id,item_id,rating,timestamp
0.0,0.0,2.2932945489883423,0.0
0.0,302.0,2.6388039588928223,1.0
0.0,644.0,2.574817180633545,2.0
0.0,2119.0,1.634153962135315,3.0
0.0,2141.0,3.2553128004074097,4.0
0.0,2180.0,2.38401997089386,5.0
0.0,1350.0,2.491123914718628,6.0
0.0,2217.0,3.0211042165756226,7.0
0.0,343.0,3.711556673049927,8.0
0.0,2272.0,3.0821030139923096,9.0
0.0,2346.0,3.214791774749756,10.0
0.0,2592.0,3.088469386100769,11.0
0.0,1138.0,1.3506527543067932,12.0
0.0,383.0,4.028838396072388,13.0
0.0,376.0,4.211255311965942,14.0
0.0,382.0,4.046862840652466,15.0
0.0,377.0,4.179223299026489,16.0
0.0,378.0,4.1776202917099,17.0
0.0,2854.0,2.9884016513824463,18.0
0.0,1660.0,3.082781314849853,19.0
0.0,2854.0,2.9884016513824463,20.0
0.0,2854.0,2.9884016513824463,21.0
0.0,1515.0,1.6151946783065796,22.0
0.0,2214.0,1.585738241672516,23.0
0.0,3072.0,2.9258745908737183,24.0
0.0,3135.0,3.360866665840149,25.0
0.0,1444.0,3.36307430267334,26.0
0.0,2535.0,2.0513360500335693,27.0
0.0,1694.0,2.4612234234809875,28.0
0.0,52.0,3.808486223220825,29.0
0.0,2965.0,3.070070266723633,30.0
0.0,320.0,3.627769351005554,31.0
0.0,9.0,3.200828790664673,32.0
0.0,426.0,3.6315762996673584,33.0
0.0,3639.0,3.387364983558655,34.0
0.0,3951.0,3.144084930419922,35.0
0.0,427.0,3.769516944885254,36.0
0.0,2388.0,1.5217063128948212,37.0
0.0,2950.0,2.68855881690979,38.0
0.0,424.0,2.90295684337616,39.0
1.0,3.0,1.706815540790558,0.0
1.0,5.0,2.938863158226013,1.0
1.0,6.0,2.3109957575798035,2.0
1.0,7.0,2.836695432662964,3.0
1.0,8.0,3.496349692344665,4.0
1.0,9.0,3.993241548538208,5.0
1.0,13.0,1.8802294731140137,6.0
1.0,25.0,1.3163825869560242,7.0
1.0,26.0,3.493662476539612,8.0
1.0,46.0,3.556426286697388,9.0
1.0,50.0,1.149368405342102,10.0
1.0,52.0,4.007766246795654,11.0
1.0,60.0,3.92605459690094,12.0
1.0,58.0,3.872158169746399,13.0
1.0,60.0,3.92605459690094,14.0
1.0,87.0,4.24996542930603,15.0
1.0,46.0,3.556426286697388,16.0
1.0,108.0,3.006076574325561,17.0
1.0,110.0,3.0143446922302246,18.0
1.0,128.0,1.8125555217266085,19.0
1.0,132.0,3.166571974754333,20.0
1.0,145.0,2.741156935691833,21.0
1.0,148.0,3.191672921180725,22.0
1.0,153.0,2.308398127555847,23.0
1.0,69.0,3.950220465660095,24.0
1.0,124.0,3.65766179561615,25.0
1.0,221.0,2.8237533569335938,26.0
1.0,246.0,2.4642733335494995,27.0
1.0,249.0,2.561163544654846,28.0
1.0,255.0,2.6453558206558228,29.0
1.0,260.0,2.931178569793701,30.0
1.0,97.0,3.9731909036636353,31.0
1.0,105.0,2.435112714767456,32.0
1.0,176.0,3.340289711952209,33.0
1.0,466.0,2.5546382665634155,34.0
1.0,468.0,2.837915539741516,35.0
1.0,470.0,3.1281771659851074,36.0
1.0,494.0,2.249113619327545,37.0
1.0,517.0,3.43014395236969,38.0
1.0,559.0,3.4255253076553345,39.0
2.0,10.0,2.29539406299591,0.0
2.0,28.0,1.5832244455814362,1.0
2.0,41.0,1.7688082456588743,2.0
2.0,75.0,1.9228222966194155,3.0
2.0,77.0,2.634102702140808,4.0
2.0,222.0,3.326149582862854,5.0
2.0,825.0,1.420038402080536,6.0
2.0,827.0,1.9504755735397337,7.0
2.0,830.0,2.4408087134361267,8.0
2.0,833.0,2.305872321128845,9.0
2.0,844.0,3.0127326250076294,10.0
2.0,444.0,1.6732750535011292,11.0
2.0,856.0,2.5437753796577454,12.0
2.0,862.0,2.7402493953704834,13.0
2.0,5.0,1.7506090104579926,14.0
2.0,870.0,2.6795705556869507,15.0
2.0,872.0,2.4502995014190674,16.0
2.0,874.0,2.8122559785842896,17.0
2.0,927.0,3.385793685913086,18.0
2.0,938.0,2.1377047896385197,19.0
2.0,1071.0,3.3602371215820312,20.0
2.0,1229.0,2.9534112215042114,21.0
2.0,2568.0,2.7410823106765747,22.0
2.0,3451.0,3.075195908546448,23.0
2.0,3779.0,2.060300648212433,24.0
2.0,3772.0,2.708947896957397,25.0
2.0,3784.0,0.5409130901098251,26.0
2.0,1247.0,2.6196621656417847,27.0
2.0,6.0,2.907910704612732,28.0
2.0,267.0,3.0996607542037964,29.0
2.0,3986.0,3.120748996734619,30.0
2.0,4226.0,1.5070958733558657,31.0
2.0,3283.0,2.5070793628692627,32.0
2.0,4001.0,1.913585305213928,33.0
2.0,221.0,2.277483344078064,34.0
2.0,2591.0,2.706252336502075,35.0
2.0,443.0,2.368675410747528,36.0
2.0,2375.0,2.3500994443893437,37.0
2.0,4649.0,3.253783941268921,38.0
2.0,1396.0,2.014790892601013,39.0
3.0,11.0,2.11182963848114,0.0
3.0,12.0,2.8852813243865967,1.0
3.0,14.0,3.9177732467651367,2.0
3.0,15.0,3.999103307723999,3.0
3.0,18.0,4.37814736366272,4.0
3.0,19.0,4.209836483001709,5.0
3.0,24.0,1.2819566130638125,6.0
3.0,27.0,4.946039915084839,7.0
3.0,262.0,2.542599320411682,8.0
3.0,276.0,2.819351553916931,9.0
3.0,279.0,4.014382839202881,10.0
3.0,286.0,4.163367509841919,11.0
3.0,453.0,4.331376552581787,12.0
3.0,442.0,3.281985640525818,13.0
3.0,659.0,3.29189932346344,14.0
3.0,1038.0,3.2719777822494507,15.0
3.0,1312.0,4.716937065124512,16.0
3.0,1056.0,3.269513487815857,17.0
3.0,1053.0,2.75081080198288,18.0
3.0,784.0,3.658957004547119,19.0
3.0,1485.0,4.314362049102783,20.0
3.0,1524.0,3.489367127418518,21.0
3.0,1536.0,1.289602518081665,22.0
3.0,1538.0,4.676789045333862,23.0
3.0,1538.0,4.676789045333862,24.0
3.0,781.0,1.156771898269653,25.0
3.0,2104.0,4.314081907272339,26.0
3.0,1364.0,2.042113661766052,27.0
3.0,72.0,3.104540705680847,28.0
3.0,2634.0,2.024707853794098,29.0
3.0,950.0,3.70705509185791,30.0
3.0,1324.0,4.28316855430603,31.0
3.0,2949.0,2.978258848190308,32.0
3.0,2963.0,2.2216614484786987,33.0
3.0,3006.0,2.7604434490203857,34.0
3.0,1341.0,4.269970178604126,35.0
3.0,662.0,4.000511169433594,36.0
3.0,1422.0,1.623199313879013,37.0
3.0,2598.0,3.553048849105835,38.0
3.0,676.0,5.029647588729858,39.0
4.0,16.0,1.931393265724182,0.0
4.0,29.0,4.440653085708618,1.0
4.0,265.0,4.082015514373779,2.0
4.0,455.0,2.757755279541016,3.0
4.0,637.0,4.256623029708862,4.0
4.0,674.0,4.370900869369507,5.0
4.0,1408.0,3.131155848503113,6.0
4.0,1413.0,1.9986799359321596,7.0
4.0,1427.0,1.2101737558841703,8.0
4.0,1081.0,4.176077604293823,9.0
4.0,1565.0,4.063241600990295,10.0
4.0,1678.0,1.3976677656173706,11.0
4.0,1667.0,4.441436290740967,12.0
4.0,503.0,3.6771411895751953,13.0
4.0,2326.0,3.789974212646485,14.0
4.0,2506.0,2.8155438899993896,15.0
4.0,2315.0,1.686158835887909,16.0
4.0,2654.0,4.204838275909424,17.0
4.0,1454.0,2.786805391311645,18.0
4.0,2767.0,3.916724443435669,19.0
4.0,910.0,3.971814155578613,20.0
4.0,3001.0,4.234769582748413,21.0
4.0,3136.0,4.659691333770752,22.0
4.0,3220.0,4.218935012817383,23.0
4.0,3237.0,3.003877639770508,24.0
4.0,1690.0,4.135430335998535,25.0
4.0,3595.0,2.942403197288513,26.0
4.0,1055.0,3.4830822944641118,27.0
4.0,3627.0,3.294416904449463,28.0
4.0,3810.0,1.8452025055885315,29.0
4.0,1188.0,4.228192329406738,30.0
4.0,3907.0,2.391174554824829,31.0
4.0,4039.0,3.87589168548584,32.0
4.0,3992.0,4.601791143417358,33.0
4.0,1775.0,4.110527038574219,34.0
4.0,3099.0,4.327027320861816,35.0
4.0,4088.0,5.07422399520874,36.0
4.0,4088.0,5.07422399520874,37.0
4.0,4112.0,5.055061101913452,38.0
4.0,2345.0,1.3750484883785248,39.0
5.0,21.0,3.869618773460388,0.0
5.0,22.0,3.011936664581299,1.0
5.0,23.0,3.516416430473328,2.0
5.0,2734.0,2.5192636251449585,3.0
5.0,2919.0,3.2998474836349487,4.0
5.0,2919.0,3.2998474836349487,5.0
5.0,4504.0,3.362259268760681,6.0
5.0,2206.0,2.024194777011872,7.0
5.0,5068.0,2.8369473218917847,8.0
5.0,1473.0,3.1856791973114014,9.0
5.0,49.0,3.2710896730422974,10.0
5.0,1825.0,4.111228466033936,11.0
5.0,1324.0,3.845188617706299,12.0
5.0,1915.0,3.7887017726898193,13.0
5.0,6466.0,2.1604003310203552,14.0
5.0,3523.0,3.3728818893432617,15.0
5.0,3523.0,3.3728818893432617,16.0
5.0,3812.0,3.49236524105072,17.0
5.0,428.0,3.672548770904541,18.0
5.0,5170.0,1.7462332844734192,19.0
5.0,6802.0,0.3376867473125458,20.0
5.0,1589.0,3.7653454542160034,21.0
5.0,1589.0,3.7653454542160034,22.0
5.0,6886.0,3.0431851148605347,23.0
5.0,4409.0,2.515559315681457,24.0
5.0,3472.0,2.4031543731689453,25.0
5.0,442.0,3.1462326049804688,26.0
5.0,4315.0,3.566993832588196,27.0
5.0,4315.0,3.566993832588196,28.0
5.0,4409.0,2.515559315681457,29.0
5.0,5355.0,1.0300788581371307,30.0
5.0,5511.0,1.2958843111991882,31.0
5.0,4315.0,3.566993832588196,32.0
5.0,4679.0,1.931178867816925,33.0
5.0,4315.0,3.566993832588196,34.0
5.0,4315.0,3.566993832588196,35.0
